"desc"	"pagesurl"	"catalogurl"	"img"	"name"	"pageurl"	"url"	"catalogname"	"subname"	"spec"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100EP-0800B__55ba2bd89731a4.33473056.jpg"	"Dahua DH-HAC-HFW2100EP-0800B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=4"	"http://dahua-russia.ru/product/DH-HAC-HFW2100EP-0800B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:8;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100EP-0600B__55ba2bd1dad565.46159442.jpg"	"Dahua DH-HAC-HFW2100EP-0600B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW2100EP-0600B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:6;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100SP-0360B__55ba2c3732f472.57438163.jpg"	"Dahua DH-HAC-HFW2100SP-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW2100SP-0360B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:3.6;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100SP-0280B__55ba2c3deac286.31201228.jpg"	"Dahua DH-HAC-HFW2100SP-0280B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW2100SP-0280B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:2.8;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100SP-0600B__55ba2c532378e6.23935580.jpg"	"Dahua DH-HAC-HFW2100SP-0600B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW2100SP-0600B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:6;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
"1/2.9"" 1/4"" 1Megapixel CMOS720P, ICR, IP67Max. IR Led length: 50m, Array LED, Smart IR3.6mm fixed lens(2.8mm, 6mm, 8mm optional)"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100BP-B-0280B__55ba2c92bc04a0.34014906.JPG"	"Dahua DH-HAC-HFW1100BP-B-0280B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW1100BP-B-0280B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До103.4;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:2.8;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW2100SP-0800B__55ba2cd9046879.89879276.jpg"	"Dahua DH-HAC-HFW2100SP-0800B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW2100SP-0800B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Питание:12V DC;Беспроводной адаптер:Нет;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Среда:Уличная;Тип матрицы:CMOS;Встроенный микрофон:Нет;Тип устройства:HDCVI-видеокамера;ИК подсветка:Да;Общее кол-во пикселей,Мп:1.3;Фокусное расстояние объектива:8;Тип корпуса:Цилиндрическая (BULLET);Аудиовход:Нет;Сменный объектив:Нет;Размер матрицы,"":1/3;День/Ночь:Да;Тип объектива:фиксированный;Температура:-30 ... 60;Поддержка ONVIF:Нет;"
"1/2.9"" 1/4"" 1Megapixel CMOS720P, ICR, IP67Max. IR Led length: 50m, Array LED, Smart IR3.6mm fixed lens(2.8mm, 6mm, 8mm optional)"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100BP-B-0360B__55ba2eea511575.02927938.JPG"	"Dahua DH-HAC-HFW1100BP-B-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW1100BP-B-0360B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До79.7;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:3.6;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100BP-B-0600B__55ba2f246983b5.60203644.JPG"	"Dahua DH-HAC-HFW1100BP-B-0600B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW1100BP-B-0600B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До52.2;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:6;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100BP-B-0800B__55ba2f29ea6a20.30031772.JPG"	"Dahua DH-HAC-HFW1100BP-B-0800B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW1100BP-B-0800B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До39.9;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:8;"
"1/2.9"" 1/4"" 1Megapixel CMOS720P, ICR,  IP67Max. IR Led length: 80m, Array LED, Smart IR6mm fixed lens(3.6mm, 8mm,12mm, 16mm optional)"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100DP-B-0360B__55ba2f4e7494a3.77393134.JPG"	"Dahua DH-HAC-HFW1100DP-B-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=5"	"http://dahua-russia.ru/product/DH-HAC-HFW1100DP-B-0360B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До79.7;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:3.6;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100RP-0600B__55ba2f91e50eb0.21859762.jpg"	"Dahua DH-HAC-HFW1100RP-0600B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100RP-0600B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:154;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До52.2;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:150;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Да;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:6;"
"Уличная HD-CVI видеокамера1/2.9"" 1Mп CMOS, 720P*25к/с ;f=6мм(3.6mm опционально), ИК подсветка до 20м, Smart IR, ICR, IP66, ; DC12V; Кронштейн в комплекте"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100RP-0360B__55ba2f97bdbad6.87971455.jpg"	"Dahua DH-HAC-HFW1100RP-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100RP-0360B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:154;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До79.7;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:150;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Да;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:3.6;"
"Уличная HD-CVI видеокамера1/2.9"" 1Mп CMOS, 720P*25к/с ;f=6мм(2.8mm, 3.6mm, 8mm опционально), ИК подсветка до 20м, Smart IR, ICR, IP66, ; DC12V; Кронштейн в комплекте"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100SP-0360B__577f591a032299.33595657.jpg"	"Dahua DH-HAC-HFW1100SP-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100SP-0360B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:165;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До79.7;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:350;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:3.6;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100DP-B-0160B__55ba2f61203fd6.56750235.JPG"	"Dahua DH-HAC-HFW1100DP-B-0160B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100DP-B-0160B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:89.1;Общее кол-во пикселей,Мп:1;Длина,мм:200.2;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До18.7;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:580;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:161.2;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:16;"
"Уличная цилиндрическая HDCVI видеокамера 720P;1/2,9"" 1Mп CMOS;фикс. объектив: 3,6мм; дальность ИК: 20м; чувствительность: 0.05лк/F1.6(цвет), 0лк@F1.6(ИК вкл); DWDR, 2DNR; питание: DC12В; IP66; Рабочая температура: -40 -+60 С;"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100SP-0280B__577f5936706040.18221406.jpg"	"Dahua DH-HAC-HFW1100SP-0280B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100SP-0280B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:165;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До103.4;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:350;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:2.8;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100SP-0600B__577f59506edf14.65380572.jpg"	"Dahua DH-HAC-HFW1100SP-0600B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100SP-0600B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:165;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До52.2;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:350;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:6;"
"Уличная цилиндрическая HDCVI видеокамера 720P;1/2.9"" 1Mп CMOS; вариофокальный объектив: 2,7-12мм; дальность ИК: 30м; чувствительность: 0.05лк/F1.4(цвет), 0лк@F1.4(ИК вкл); DWDR, 2DNR; питание: DC12В; IP67; Рабочая температура: -40 -+60 С;"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100RP-VF__55ba2f9e664944.10476758.jpg"	"Dahua DH-HAC-HFW1100RP-VF"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100RP-VF"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:80;Общее кол-во пикселей,Мп:1;Длина,мм:213;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:Варифокальный;Горизонтальный угол обзора:32.9 ... 105.5;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:550;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:72;Сменный объектив:Да;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:2.7 ... 12;"
""	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1100SP-0800B__577f596aa99d20.27432373.jpg"	"Dahua DH-HAC-HFW1100SP-0800B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/DH-HAC-HFW1100SP-0800B"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:1;Длина,мм:165;Температура:-30 ... 60;Тип устройства:HDCVI-видеокамера;Тип объектива:фиксированный;Горизонтальный угол обзора:До39.9;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Вес,гр:350;Беспроводной адаптер:Нет;Поддержка ONVIF:Нет;Питание:12V DC;Аудиовход:Нет;День/Ночь:Да;Высота,мм:70;Сменный объектив:Нет;Размер матрицы,"":1/2.9;Тип корпуса:Цилиндрическая (BULLET);Фокусное расстояние объектива:8;"
"Уличная цилиндрическая HDCVI видеокамера 1080P;1/2.7"" 2Mп CMOS;фикс. объектив: 3,6мм; дальность ИК: 20м; чувствительность: 0.02лк/F2.0(цвет), 0лк@F2.0(ИК вкл); DWDR, 2DNR; питание: DC12В; IP66; Рабочая температура: -40 -+60 С;"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1200RP-0360B__566adf264e17c0.37296822.jpg"	"Dahua DH-HAC-HFW1200RP-0360B"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/dh-hac-hfw1200rp-0360b"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:70;Общее кол-во пикселей,Мп:2;Длина,мм:154;Температура:-30 ... 60;Тип устройства:HDCVI-камера;Горизонтальный угол обзора:89.9;Вес,гр:200;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Чувствительность Цвет,лк:0.02;Беспроводной адаптер:Нет;Питание:12V DC;Аудиовход:Нет;Высота,мм:70;Сменный объектив:Да;Размер матрицы,"":1/2.7;День/Ночь:Да;Фокусное расстояние объектива:3.6;Тип корпуса:Цилиндрическая (BULLET);Чувствительность ЧБ,лк:0.00001;"
"Уличная цилиндрическая HDCVI видеокамера 1080P со сверхдальней ИК подсветкой;1/2.7"" 2Mп CMOS; вариофокальный объектив: 2,7-12мм; дальность ИК: 60м; чувствительность: 0.02лк/F1.4(цвет), 0лк@F1.4(ИК вкл); DWDR, 2DNR; питание: DC12В; IP67; Рабочая температура: -40 -+60 С;"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1200RP-VF-IRE6__566adf4bb015f3.04806817.jpg"	"Dahua DH-HAC-HFW1200RP-VF-IRE6"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=6"	"http://dahua-russia.ru/product/dh-hac-hfw1200rp-vf-ire6"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:80;Общее кол-во пикселей,Мп:2;Длина,мм:213;Температура:-30 ... 60;Тип устройства:HDCVI-камера;Горизонтальный угол обзора:35 ... 109;Вес,гр:550;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Чувствительность Цвет,лк:0.01;Беспроводной адаптер:Нет;Питание:12V DC;Аудиовход:Нет;Высота,мм:72;Сменный объектив:Да;Размер матрицы,"":1/2.7;День/Ночь:Да;Фокусное расстояние объектива:2.7 ... 12;Тип корпуса:Цилиндрическая (BULLET);Чувствительность ЧБ,лк:0.00001;"
"Уличная цилиндрическая HDCVI видеокамера 1080P;1/2.7"" 2Mп CMOS; вариофокальный объектив: 2,7-12мм; дальность ИК: 30м; чувствительность: 0.05лк/F1.4(цвет), 0лк@F1.4(ИК вкл); DWDR, 2DNR; питание: DC12В; IP67; Рабочая температура: -40 -+60 С;"	"http://dahua-russia.ru/catalog/hdcvi-bullet"	"http://dahua-russia.ru/catalog/hdcvi-cameras"	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DH-HAC-HFW1200RP-VF__566adf57740418.00507342.jpg"	"Dahua DH-HAC-HFW1200RP-VF"	"http://dahua-russia.ru/catalog/hdcvi-bullet?&page=7"	"http://dahua-russia.ru/product/dh-hac-hfw1200rp-vf"	"HDCVI-камеры"	"Цилиндрические камеры"	"Среда:Уличная;Встроенный микрофон:Нет;Тип матрицы:CMOS;Ширина,мм:80;Общее кол-во пикселей,Мп:2;Длина,мм:213;Температура:-30 ... 60;Тип устройства:HDCVI-камера;Горизонтальный угол обзора:35 ... 109;Вес,гр:550;ИК подсветка:Да;Кадров в секунду при максимальном разрешении:25;PTZ:Нет;Чувствительность Цвет,лк:0.01;Беспроводной адаптер:Нет;Питание:12V DC;Аудиовход:Нет;Высота,мм:72;Сменный объектив:Да;Размер матрицы,"":1/2.7;День/Ночь:Да;Фокусное расстояние объектива:2.7 ... 12;Тип корпуса:Цилиндрическая (BULLET);Чувствительность ЧБ,лк:0.00001;"
